"rt","trial_type","trial_index","time_elapsed","set_size","locations","colours","correct","key_press","target_different"
"121078","survey-text","0","121081","","","","","",""
"","fullscreen","1","123185","","","","","",""
"1350","instructions","2","124536","","","","","",""
"","html-keyboard-response","3","125443","","","","","",""
"","visual-array-stimuli","4","125755","6","49,205,189,222,47,124,156,208,143,20,212,135","blue,black,black,black,purple,yellow","","",""
"","html-keyboard-response","5","126660","","","","","",""
"26","visual-array-response","6","126687","","","","false","83","true"
"","html-keyboard-response","7","127690","","","","","",""
"","html-keyboard-response","8","128595","","","","","",""
"","visual-array-stimuli","9","128898","8","194,182,155,122,240,130,26,167,149,21,203,91,102,177,47,137","yellow,black,yellow,purple,red,purple,yellow,red","","",""
"","html-keyboard-response","10","129803","","","","","",""
"115","visual-array-response","11","129921","","","","true","83","false"
"","html-keyboard-response","12","130931","","","","","",""
"","html-keyboard-response","13","131835","","","","","",""
"","visual-array-stimuli","14","132139","8","130,185,228,178,182,146,148,110,99,235,208,157,194,41,47,135","black,purple,blue,white,yellow,yellow,red,white","","",""
"","html-keyboard-response","15","133043","","","","","",""
"247","visual-array-response","16","133292","","","","false","83","true"
"","html-keyboard-response","17","134300","","","","","",""
"","html-keyboard-response","18","135203","","","","","",""
"","visual-array-stimuli","19","135508","4","123,212,130,130,167,56,137,104","blue,yellow,purple,black","","",""
"","html-keyboard-response","20","136410","","","","","",""
"33","visual-array-response","21","136444","","","","true","83","false"
"","html-keyboard-response","22","137459","","","","","",""
"","html-keyboard-response","23","138363","","","","","",""
"","visual-array-stimuli","24","138667","6","41,194,156,23,75,126,117,212,179,196,63,179","black,yellow,white,blue,red,white","","",""
"","html-keyboard-response","25","139571","","","","","",""
"59","visual-array-response","26","139632","","","","true","83","false"
"","html-keyboard-response","27","140634","","","","","",""
"","html-keyboard-response","28","141539","","","","","",""
"","visual-array-stimuli","29","141842","4","231,87,130,130,206,96,28,172","red,purple,yellow,red","","",""
"","html-keyboard-response","30","142747","","","","","",""
"136","visual-array-response","31","142884","","","","false","83","true"
"","html-keyboard-response","32","143891","","","","","",""
"","html-keyboard-response","33","144809","","","","","",""
"","visual-array-stimuli","34","145115","6","91,90,107,50,119,104,202,170,140,47,31,81","yellow,yellow,red,white,black,blue","","",""
"","html-keyboard-response","35","146019","","","","","",""
"53","visual-array-response","36","146073","","","","false","83","true"
"","html-keyboard-response","37","147077","","","","","",""
"","html-keyboard-response","38","147981","","","","","",""
"","visual-array-stimuli","39","148288","8","162,24,206,98,98,206,170,166,53,98,97,235,130,130,149,148","green,black,yellow,yellow,red,green,purple,yellow","","",""
"","html-keyboard-response","40","149195","","","","","",""
"272","visual-array-response","41","149470","","","","false","83","true"
"","html-keyboard-response","42","150475","","","","","",""
"","html-keyboard-response","43","151380","","","","","",""
"","visual-array-stimuli","44","151691","8","156,123,149,181,235,160,130,130,60,84,145,48,81,228,103,23","green,purple,white,blue,black,red,purple,red","","",""
"","html-keyboard-response","45","152594","","","","","",""
"77","visual-array-response","46","152674","","","","true","83","false"
"","html-keyboard-response","47","153683","","","","","",""
"","html-keyboard-response","48","154586","","","","","",""
"","visual-array-stimuli","49","154890","4","49,109,172,201,138,104,118,47","purple,blue,black,red","","",""
"","html-keyboard-response","50","155795","","","","","",""
"133","visual-array-response","51","155930","","","","false","83","true"
"","html-keyboard-response","52","156939","","","","","",""
"","html-keyboard-response","53","157843","","","","","",""
"","visual-array-stimuli","54","158147","6","137,47,81,31,191,38,178,228,41,194,184,120","red,black,red,white,purple,yellow","","",""
"","html-keyboard-response","55","159051","","","","","",""
"36","visual-array-response","56","159088","","","","true","83","false"
"","html-keyboard-response","57","160088","","","","","",""
"","html-keyboard-response","58","160995","","","","","",""
"","visual-array-stimuli","59","161299","4","73,191,115,152,229,176,68,73","yellow,black,purple,black","","",""
"","html-keyboard-response","60","162206","","","","","",""
"145","visual-array-response","61","162352","","","","true","83","false"
"","html-keyboard-response","62","163355","","","","","",""
"","fullscreen","63","164363","","","","","",""
"","html-keyboard-response","64","164467","","","","","",""
