"rt","trial_type","trial_index","time_elapsed","set_size","locations","colours","correct","key_press","target_different"
"3024","survey-text","0","3025","","","","","",""
"","fullscreen","1","5026","","","","","",""
"7138","instructions","2","12165","","","","","",""
"","html-keyboard-response","3","13070","","","","","",""
"","visual-array-stimuli","4","13381","8","34,75,58,171,167,233,195,180,49,108,151,79,130,130,142,183","yellow,blue,yellow,green,green,red,black,black","","",""
"","html-keyboard-response","5","14289","","","","","",""
"119","visual-array-response","6","14410","","","","true","83","false"
"","html-keyboard-response","7","15418","","","","","",""
"","html-keyboard-response","8","16330","","","","","",""
"","visual-array-stimuli","9","16647","8","170,57,232,169,117,105,100,83,183,115,65,181,78,65,25,165","yellow,black,green,green,yellow,black,red,black","","",""
"","html-keyboard-response","10","17557","","","","","",""
"1868","visual-array-response","11","19428","","","","true","83","false"
"","html-keyboard-response","12","20445","","","","","",""
"","html-keyboard-response","13","21362","","","","","",""
"","visual-array-stimuli","14","21679","6","51,102,102,208,93,89,149,21,20,129,166,170","green,yellow,white,purple,black,black","","",""
"","html-keyboard-response","15","22589","","","","","",""
"222","visual-array-response","16","22814","","","","true","83","false"
"","html-keyboard-response","17","23820","","","","","",""
"","html-keyboard-response","18","24726","","","","","",""
"","visual-array-stimuli","19","25048","8","224,73,33,76,152,114,193,183,238,147,180,108,66,76,56,168","green,yellow,white,blue,green,green,yellow,red","","",""
"","html-keyboard-response","20","25961","","","","","",""
"144","visual-array-response","21","26107","","","","false","83","true"
"","html-keyboard-response","22","27117","","","","","",""
"","html-keyboard-response","23","28023","","","","","",""
"","visual-array-stimuli","24","28332","4","162,174,29,85,24,160,186,69","white,red,purple,purple","","",""
"","html-keyboard-response","25","29234","","","","","",""
"180","visual-array-response","26","29415","","","","false","83","true"
"","html-keyboard-response","27","30422","","","","","",""
"","html-keyboard-response","28","31322","","","","","",""
"","visual-array-stimuli","29","31633","6","73,35,51,102,124,47,134,184,215,199,232,90","red,purple,purple,yellow,green,blue","","",""
"","html-keyboard-response","30","32552","","","","","",""
"117","visual-array-response","31","32671","","","","false","83","true"
"","html-keyboard-response","32","33681","","","","","",""
"","html-keyboard-response","33","34588","","","","","",""
"","visual-array-stimuli","34","34904","8","152,180,194,41,82,102,53,50,174,230,23,156,97,206,65,218","black,yellow,black,purple,blue,blue,white,black","","",""
"","html-keyboard-response","35","35816","","","","","",""
"501","visual-array-response","36","36319","","","","false","83","true"
"","html-keyboard-response","37","37337","","","","","",""
"","html-keyboard-response","38","38238","","","","","",""
"","visual-array-stimuli","39","38555","6","27,169,208,156,124,47,75,192,25,94,167,204","red,green,white,blue,red,white","","",""
"","html-keyboard-response","40","39475","","","","","",""
"273","visual-array-response","41","39749","","","","false","83","true"
"","html-keyboard-response","42","40759","","","","","",""
"","html-keyboard-response","43","41670","","","","","",""
"","visual-array-stimuli","44","41981","4","155,122,97,53,162,206,73,224","red,black,purple,red","","",""
"","html-keyboard-response","45","42891","","","","","",""
"8","visual-array-response","46","42900","","","","false","83","true"
"","html-keyboard-response","47","43912","","","","","",""
"","html-keyboard-response","48","44824","","","","","",""
"","visual-array-stimuli","49","45135","4","118,76,92,203,158,23,52,52","blue,yellow,purple,red","","",""
"","html-keyboard-response","50","46045","","","","","",""
"68","visual-array-response","51","46115","","","","true","83","false"
"","html-keyboard-response","52","47131","","","","","",""
"","html-keyboard-response","53","48042","","","","","",""
"","visual-array-stimuli","54","48357","6","211,112,22,109,115,211,148,78,130,130,57,213","yellow,green,white,red,white,white","","",""
"","html-keyboard-response","55","49266","","","","","",""
"278","visual-array-response","56","49546","","","","true","83","false"
"","html-keyboard-response","57","50562","","","","","",""
"","html-keyboard-response","58","51473","","","","","",""
"","visual-array-stimuli","59","51786","4","127,212,23,156,194,41,52,159","yellow,black,red,red","","",""
"","html-keyboard-response","60","52693","","","","","",""
"185","visual-array-response","61","52879","","","","true","83","false"
"","html-keyboard-response","62","53888","","","","","",""
"","fullscreen","63","54891","","","","","",""
"","html-keyboard-response","64","54994","","","","","",""
