"rt","trial_type","trial_index","time_elapsed","set_size","locations","colours","correct","key_press","target_different"
"3917","survey-text","0","3919","","","","","",""
"","fullscreen","1","6151","","","","","",""
"1556","instructions","2","7707","","","","","",""
"","html-keyboard-response","3","8613","","","","","",""
"","visual-array-stimuli","4","8929","8","93,55,55,166,124,239,51,102,237,154,204,93,196,217,97,24","blue,purple,purple,black,white,green,red,purple","","",""
"","html-keyboard-response","5","9837","","","","","",""
"137","visual-array-response","6","9977","","","","false","83","true"
"","html-keyboard-response","7","10991","","","","","",""
"","html-keyboard-response","8","11901","","","","","",""
"","visual-array-stimuli","9","12216","8","74,225,117,76,240,130,20,129,149,21,128,156,189,71,82,158","green,red,black,purple,purple,purple,green,white","","",""
"","html-keyboard-response","10","13131","","","","","",""
"983","visual-array-response","11","14121","","","","true","83","false"
"","html-keyboard-response","12","15133","","","","","",""
"","html-keyboard-response","13","16046","","","","","",""
"","visual-array-stimuli","14","16349","4","171,28,108,113,21,145,99,207","red,red,red,black","","",""
"","html-keyboard-response","15","17261","","","","","",""
"544","visual-array-response","16","17808","","","","true","83","false"
"","html-keyboard-response","17","18822","","","","","",""
"","html-keyboard-response","18","19728","","","","","",""
"","visual-array-stimuli","19","20040","6","135,103,110,148,182,146,127,212,77,146,83,30","purple,black,purple,white,yellow,white","","",""
"","html-keyboard-response","20","20952","","","","","",""
"122","visual-array-response","21","21077","","","","false","83","true"
"","html-keyboard-response","22","22088","","","","","",""
"","html-keyboard-response","23","22999","","","","","",""
"","visual-array-stimuli","24","23315","8","226,183,165,25,212,122,129,75,35,186,182,112,47,137,66,76","purple,black,purple,white,white,green,green,purple","","",""
"","html-keyboard-response","25","24227","","","","","",""
"7","visual-array-response","26","24237","","","","false","75","false"
"","html-keyboard-response","27","25248","","","","","",""
"","html-keyboard-response","28","26161","","","","","",""
"","visual-array-stimuli","29","26475","4","218,65,63,179,148,181,154,142","yellow,purple,blue,black","","",""
"","html-keyboard-response","30","27383","","","","","",""
"441","visual-array-response","31","27827","","","","false","83","true"
"","html-keyboard-response","32","28832","","","","","",""
"","html-keyboard-response","33","29753","","","","","",""
"","visual-array-stimuli","34","30065","4","122,184,199,44,112,48,48,147","black,black,white,green","","",""
"","html-keyboard-response","35","30982","","","","","",""
"5","visual-array-response","36","30989","","","","true","75","true"
"","html-keyboard-response","37","32009","","","","","",""
"","html-keyboard-response","38","32926","","","","","",""
"","visual-array-stimuli","39","33241","4","207,159,166,171,107,115,126,20","yellow,red,green,yellow","","",""
"","html-keyboard-response","40","34151","","","","","",""
"62","visual-array-response","41","34215","","","","true","83","false"
"","html-keyboard-response","42","35229","","","","","",""
"","html-keyboard-response","43","36140","","","","","",""
"","visual-array-stimuli","44","36453","6","89,202,20,118,75,134,206,209,184,125,108,79","blue,purple,blue,white,black,yellow","","",""
"","html-keyboard-response","45","37357","","","","","",""
"344","visual-array-response","46","37704","","","","true","83","false"
"","html-keyboard-response","47","38712","","","","","",""
"","html-keyboard-response","48","39622","","","","","",""
"","visual-array-stimuli","49","39935","6","223,71,171,231,49,151,130,130,22,152,93,171","blue,green,black,green,red,yellow","","",""
"","html-keyboard-response","50","40840","","","","","",""
"677","visual-array-response","51","41520","","","","false","83","true"
"","html-keyboard-response","52","42529","","","","","",""
"","html-keyboard-response","53","43443","","","","","",""
"","visual-array-stimuli","54","43760","8","159,176,212,120,228,81,53,209,20,141,89,57,137,20,107,209","purple,black,blue,green,yellow,yellow,white,green","","",""
"","html-keyboard-response","55","44670","","","","","",""
"719","visual-array-response","56","45392","","","","true","75","true"
"","html-keyboard-response","57","46409","","","","","",""
"","html-keyboard-response","58","47316","","","","","",""
"","visual-array-stimuli","59","47628","6","66,39,52,207,123,156,114,48,101,23,177,101","green,purple,purple,green,black,green","","",""
"","html-keyboard-response","60","48532","","","","","",""
"959","visual-array-response","61","49493","","","","true","83","false"
"","html-keyboard-response","62","50513","","","","","",""
"","fullscreen","63","51526","","","","","",""
"","html-keyboard-response","64","51628","","","","","",""
