"rt","trial_type","trial_index","time_elapsed","set_size","locations","colours","correct","key_press","target_different"
"9464","survey-text","0","9466","","","","","",""
"","fullscreen","1","11693","","","","","",""
"2352","instructions","2","14045","","","","","",""
"","html-keyboard-response","3","14955","","","","","",""
"","visual-array-stimuli","4","15267","4","80,105,97,235,187,190,179,154","purple,red,red,yellow","","",""
"","html-keyboard-response","5","16174","","","","","",""
"104","visual-array-response","6","16279","","","","false","75","false"
"","html-keyboard-response","7","17282","","","","","",""
"","html-keyboard-response","8","18189","","","","","",""
"","visual-array-stimuli","9","18508","8","183,143,193,183,159,83,151,113,66,76,76,116,28,172,217,196","blue,black,red,white,black,black,yellow,yellow","","",""
"","html-keyboard-response","10","19410","","","","","",""
"22","visual-array-response","11","19436","","","","true","75","true"
"","html-keyboard-response","12","20450","","","","","",""
"","html-keyboard-response","13","21358","","","","","",""
"","visual-array-stimuli","14","21669","8","23,103,80,63,110,111,63,179,118,212,130,130,196,80,221,191","black,yellow,purple,yellow,red,green,blue,blue","","",""
"","html-keyboard-response","15","22573","","","","","",""
"74","visual-array-response","16","22651","","","","true","75","true"
"","html-keyboard-response","17","23664","","","","","",""
"","html-keyboard-response","18","24572","","","","","",""
"","visual-array-stimuli","19","24882","6","183,141,124,75,33,76,79,152,199,44,224,73","white,red,black,blue,black,red","","",""
"","html-keyboard-response","20","25787","","","","","",""
"81","visual-array-response","21","25871","","","","false","75","false"
"","html-keyboard-response","22","26882","","","","","",""
"","html-keyboard-response","23","27783","","","","","",""
"","visual-array-stimuli","24","28096","4","156,81,25,165,60,84,215,60","blue,yellow,white,red","","",""
"","html-keyboard-response","25","28997","","","","","",""
"49","visual-array-response","26","29048","","","","true","75","true"
"","html-keyboard-response","27","30048","","","","","",""
"","html-keyboard-response","28","30949","","","","","",""
"","visual-array-stimuli","29","31252","8","161,206,237,150,165,234,212,130,57,213,202,46,60,44,71,70","purple,yellow,white,white,blue,white,yellow,black","","",""
"","html-keyboard-response","30","32153","","","","","",""
"139","visual-array-response","31","32295","","","","false","75","false"
"","html-keyboard-response","32","33297","","","","","",""
"","html-keyboard-response","33","34198","","","","","",""
"","visual-array-stimuli","34","34500","6","212,118,141,212,63,42,22,105,49,109,184,127","green,black,black,yellow,black,yellow","","",""
"","html-keyboard-response","35","35402","","","","","",""
"45","visual-array-response","36","35451","","","","true","75","true"
"","html-keyboard-response","37","36453","","","","","",""
"","html-keyboard-response","38","37355","","","","","",""
"","visual-array-stimuli","39","37657","6","53,209,121,184,179,154,239,118,99,24,174,29","green,black,white,yellow,purple,red","","",""
"","html-keyboard-response","40","38558","","","","","",""
"143","visual-array-response","41","38704","","","","false","75","false"
"","html-keyboard-response","42","39705","","","","","",""
"","html-keyboard-response","43","40606","","","","","",""
"","visual-array-stimuli","44","40908","4","172,94,156,236,75,133,81,62","yellow,purple,blue,yellow","","",""
"","html-keyboard-response","45","41809","","","","","",""
"46","visual-array-response","46","41857","","","","true","75","true"
"","html-keyboard-response","47","42858","","","","","",""
"","html-keyboard-response","48","43760","","","","","",""
"","visual-array-stimuli","49","44063","6","111,150,91,90,73,68,179,105,168,169,237,150","yellow,purple,black,purple,red,red","","",""
"","html-keyboard-response","50","44964","","","","","",""
"118","visual-array-response","51","45084","","","","true","75","true"
"","html-keyboard-response","52","46085","","","","","",""
"","html-keyboard-response","53","46997","","","","","",""
"","visual-array-stimuli","54","47300","8","171,166,138,104,196,217,191,73,130,130,101,52,47,126,239,116","black,purple,purple,white,purple,purple,red,red","","",""
"","html-keyboard-response","55","48202","","","","","",""
"118","visual-array-response","56","48323","","","","false","75","false"
"","html-keyboard-response","57","49325","","","","","",""
"","html-keyboard-response","58","50227","","","","","",""
"","visual-array-stimuli","59","50528","4","205,94,54,165,90,27,94,234","blue,green,green,purple","","",""
"","html-keyboard-response","60","51430","","","","","",""
"259","visual-array-response","61","51691","","","","false","75","false"
"","html-keyboard-response","62","52691","","","","","",""
"","fullscreen","63","53692","","","","","",""
"","html-keyboard-response","64","53793","","","","","",""
