"rt","trial_type","trial_index","time_elapsed","set_size","locations","colours","correct","key_press","target_different"
"6254","survey-text","0","6255","","","","","",""
"","fullscreen","1","8198","","","","","",""
"1400","instructions","2","9598","","","","","",""
"","html-keyboard-response","3","10508","","","","","",""
"","visual-array-stimuli","4","10823","8","228,81,236,156,69,186,20,141,106,80,73,69,130,130,174,29","purple,blue,black,red,yellow,red,blue,white","","",""
"","html-keyboard-response","5","11735","","","","","",""
"27","visual-array-response","6","11765","","","","false","83","true"
"","html-keyboard-response","7","12775","","","","","",""
"","html-keyboard-response","8","13687","","","","","",""
"","visual-array-stimuli","9","14004","6","222,189,50,107,57,170,107,209,137,104,124,239","purple,purple,green,red,white,yellow","","",""
"","html-keyboard-response","10","14921","","","","","",""
"81","visual-array-response","11","15003","","","","true","83","false"
"","html-keyboard-response","12","16023","","","","","",""
"","html-keyboard-response","13","16932","","","","","",""
"","visual-array-stimuli","14","17248","4","140,76,69,187,190,72,178,228","blue,purple,blue,green","","",""
"","html-keyboard-response","15","18164","","","","","",""
"3228","visual-array-response","16","21393","","","","true","83","false"
"","html-keyboard-response","17","22405","","","","","",""
"","html-keyboard-response","18","23316","","","","","",""
"","visual-array-stimuli","19","23630","8","53,163,89,167,189,187,155,139,83,30,106,80,52,99,212,128","green,white,red,green,green,green,red,yellow","","",""
"","html-keyboard-response","20","24543","","","","","",""
"2952","visual-array-response","21","27498","","","","true","83","false"
"","html-keyboard-response","22","28510","","","","","",""
"","html-keyboard-response","23","29422","","","","","",""
"","visual-array-stimuli","24","29724","4","51,103,154,80,131,156,135,212","purple,purple,red,black","","",""
"","html-keyboard-response","25","30638","","","","","",""
"5","visual-array-response","26","30645","","","","false","83","true"
"","html-keyboard-response","27","31650","","","","","",""
"","html-keyboard-response","28","32561","","","","","",""
"","visual-array-stimuli","29","32872","8","168,56,209,105,226,183,21,112,117,106,182,114,56,91,148,110","black,red,yellow,purple,blue,blue,black,green","","",""
"","html-keyboard-response","30","33790","","","","","",""
"721","visual-array-response","31","34519","","","","false","83","true"
"","html-keyboard-response","32","35533","","","","","",""
"","html-keyboard-response","33","36435","","","","","",""
"","visual-array-stimuli","34","36751","4","205,95,130,130,139,239,159,52","yellow,white,yellow,white","","",""
"","html-keyboard-response","35","37652","","","","","",""
"17","visual-array-response","36","37670","","","","false","83","true"
"","html-keyboard-response","37","38680","","","","","",""
"","html-keyboard-response","38","39594","","","","","",""
"","visual-array-stimuli","39","39910","6","152,115,128,184,49,149,86,200,90,27,237,109","yellow,red,green,yellow,black,purple","","",""
"","html-keyboard-response","40","40813","","","","","",""
"808","visual-array-response","41","41624","","","","false","83","true"
"","html-keyboard-response","42","42629","","","","","",""
"","html-keyboard-response","43","43542","","","","","",""
"","visual-array-stimuli","44","43857","6","184,132,128,103,236,156,130,130,147,150,50,107","green,blue,yellow,white,yellow,yellow","","",""
"","html-keyboard-response","45","44778","","","","","",""
"2199","visual-array-response","46","46979","","","","true","83","false"
"","html-keyboard-response","47","47992","","","","","",""
"","html-keyboard-response","48","48901","","","","","",""
"","visual-array-stimuli","49","49217","8","113,77,128,212,85,162,85,29,156,128,31,81,52,160,163,53","blue,white,yellow,blue,purple,black,red,yellow","","",""
"","html-keyboard-response","50","50136","","","","","",""
"253","visual-array-response","51","50391","","","","true","83","false"
"","html-keyboard-response","52","51405","","","","","",""
"","html-keyboard-response","53","52320","","","","","",""
"","visual-array-stimuli","54","52630","4","110,49,210,110,117,211,88,28","white,purple,red,green","","",""
"","html-keyboard-response","55","53536","","","","","",""
"160","visual-array-response","56","53696","","","","true","83","false"
"","html-keyboard-response","57","54700","","","","","",""
"","html-keyboard-response","58","55614","","","","","",""
"","visual-array-stimuli","59","55926","6","180,109,149,111,183,143,48,112,211,115,82,197","blue,white,blue,purple,black,blue","","",""
"","html-keyboard-response","60","56842","","","","","",""
"68","visual-array-response","61","56911","","","","false","83","true"
"","html-keyboard-response","62","57926","","","","","",""
"","fullscreen","63","58932","","","","","",""
"","html-keyboard-response","64","59035","","","","","",""
